complaint_id,complaint_text,category,city,date_submitted,status,priority,complaint_length,word_count,Water,Roads,Electricity,Sanitation
775,Construction work left road in poor condition,Roads,Rajkot,2024-10-01,Resolved,Medium,45,7,0,1,0,0
776,Street lights are not functioning in the locality,Electricity,Vadodara,2024-02-08,Resolved,Medium,49,8,0,0,1,0
777,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-11-10,Resolved,High,66,11,1,0,0,0
778,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-04-26,Resolved,Medium,53,9,0,0,1,0
779,Dirty streets creating health hazards,Sanitation,Surat,2024-11-10,Pending,Medium,37,5,0,0,0,1
780,Garbage has not been collected for several days,Sanitation,Surat,2024-05-17,Open,Medium,47,8,0,0,0,1
781,Waste management system is inefficient in this area,Sanitation,Mumbai,2024-08-03,Resolved,High,51,8,0,0,0,1
782,Waste management system is inefficient in this area,Sanitation,Ahmedabad,2024-01-31,Pending,High,51,8,0,0,0,1
783,Contaminated water is being supplied in our locality,Water,Mumbai,2024-09-13,Resolved,Medium,52,8,1,0,0,0
784,There is continuous water leakage from the main pipeline near my house,Water,Ahmedabad,2024-06-07,In Progress,Low,70,12,1,0,0,0
785,Dirty streets creating health hazards,Sanitation,Delhi,2024-01-02,Open,Medium,37,5,0,0,0,1
786,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-09-22,Pending,High,39,5,0,0,0,1
787,No electricity supply for the past 6 hours,Electricity,Surat,2024-01-21,In Progress,High,42,8,0,0,1,0
788,Road has not been repaired for months leading to traffic issues,Roads,Ahmedabad,2024-03-31,Resolved,Low,63,11,0,1,0,0
789,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-12-18,Open,Low,50,5,0,0,0,1
790,Sewage blockage leading to waterlogging,Sanitation,Surat,2024-01-11,Resolved,Medium,39,5,0,0,0,1
791,Drainage water is mixing with drinking water supply,Water,Surat,2024-02-04,In Progress,Medium,51,8,1,0,0,0
792,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-02-12,In Progress,High,66,11,1,0,0,0
793,Street lights are not functioning in the locality,Electricity,Delhi,2024-01-16,Open,High,49,8,0,0,1,0
794,Multiple potholes on the main road causing accidents,Roads,Vadodara,2024-02-20,Pending,Low,52,8,0,1,0,0
795,Uneven road surface causing vehicle damage,Roads,Vadodara,2024-02-17,Resolved,Medium,42,6,0,1,0,0
796,Transformer malfunction causing electricity disruption,Electricity,Surat,2024-09-03,In Progress,Medium,54,5,0,0,1,0
797,Damaged street roads creating unsafe driving conditions,Roads,Vadodara,2024-08-03,In Progress,Low,55,7,0,1,0,0
798,Voltage fluctuations damaging electrical appliances,Electricity,Rajkot,2024-11-17,Resolved,Medium,51,5,0,0,1,0
799,Garbage has not been collected for several days,Sanitation,Vadodara,2024-01-13,Resolved,High,47,8,0,0,0,1
800,Voltage fluctuations damaging electrical appliances,Electricity,Delhi,2024-02-12,In Progress,Low,51,5,0,0,1,0
801,Sewage blockage leading to waterlogging,Sanitation,Surat,2024-04-30,In Progress,Medium,39,5,0,0,0,1
802,Overflowing dustbins causing unhygienic conditions,Sanitation,Rajkot,2024-09-22,Open,Low,50,5,0,0,0,1
803,Street lights are not functioning in the locality,Electricity,Vadodara,2024-01-11,Resolved,Medium,49,8,0,0,1,0
804,Street lights are not functioning in the locality,Electricity,Rajkot,2024-03-11,Resolved,High,49,8,0,0,1,0
805,Multiple potholes on the main road causing accidents,Roads,Surat,2024-08-30,Resolved,Low,52,8,0,1,0,0
806,Uneven road surface causing vehicle damage,Roads,Mumbai,2024-10-14,Resolved,High,42,6,0,1,0,0
807,No electricity supply for the past 6 hours,Electricity,Surat,2024-12-12,In Progress,Low,42,8,0,0,1,0
808,Frequent power cuts occurring in our area every night,Electricity,Rajkot,2024-07-04,Resolved,Low,53,9,0,0,1,0
809,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-07-26,Open,High,50,5,0,0,0,1
810,Uneven road surface causing vehicle damage,Roads,Vadodara,2024-12-16,In Progress,Medium,42,6,0,1,0,0
811,Construction work left road in poor condition,Roads,Vadodara,2024-09-24,Pending,Medium,45,7,0,1,0,0
812,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-11-23,In Progress,Medium,42,6,0,1,0,0
813,Voltage fluctuations damaging electrical appliances,Electricity,Surat,2024-10-11,Resolved,Low,51,5,0,0,1,0
814,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-08-05,Open,Medium,52,8,1,0,0,0
815,Voltage fluctuations damaging electrical appliances,Electricity,Delhi,2024-09-28,Resolved,Low,51,5,0,0,1,0
816,Multiple potholes on the main road causing accidents,Roads,Delhi,2024-09-07,Open,High,52,8,0,1,0,0
817,Construction work left road in poor condition,Roads,Rajkot,2024-11-09,In Progress,High,45,7,0,1,0,0
818,Road has not been repaired for months leading to traffic issues,Roads,Ahmedabad,2024-09-26,In Progress,High,63,11,0,1,0,0
819,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-03-14,Resolved,Medium,52,8,0,1,0,0
820,Road has not been repaired for months leading to traffic issues,Roads,Mumbai,2024-10-14,Open,Medium,63,11,0,1,0,0
821,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-08-08,Open,Medium,52,6,1,0,0,0
822,Waste management system is inefficient in this area,Sanitation,Rajkot,2024-06-20,Pending,High,51,8,0,0,0,1
823,Dirty streets creating health hazards,Sanitation,Surat,2024-10-02,Resolved,High,37,5,0,0,0,1
824,Street lights are not functioning in the locality,Electricity,Surat,2024-12-11,In Progress,Low,49,8,0,0,1,0
825,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-04-03,Open,Medium,66,11,1,0,0,0
826,Street lights are not functioning in the locality,Electricity,Ahmedabad,2024-11-19,Pending,High,49,8,0,0,1,0
827,Contaminated water is being supplied in our locality,Water,Mumbai,2024-06-25,Open,High,52,8,1,0,0,0
828,No electricity supply for the past 6 hours,Electricity,Vadodara,2024-08-13,In Progress,High,42,8,0,0,1,0
829,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-04-08,Pending,Low,39,5,0,0,0,1
830,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-10-04,Resolved,Medium,52,8,0,1,0,0
831,Transformer malfunction causing electricity disruption,Electricity,Surat,2024-03-07,Resolved,Low,54,5,0,0,1,0
832,Construction work left road in poor condition,Roads,Vadodara,2024-06-28,Open,Low,45,7,0,1,0,0
833,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-11-20,Resolved,Medium,42,6,0,1,0,0
834,Dirty streets creating health hazards,Sanitation,Rajkot,2024-08-12,Resolved,Low,37,5,0,0,0,1
835,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-11-11,Resolved,High,66,11,1,0,0,0
836,Garbage has not been collected for several days,Sanitation,Mumbai,2024-07-12,Resolved,Medium,47,8,0,0,0,1
837,Garbage has not been collected for several days,Sanitation,Rajkot,2024-04-18,Pending,High,47,8,0,0,0,1
838,Transformer malfunction causing electricity disruption,Electricity,Surat,2024-10-31,Open,Medium,54,5,0,0,1,0
839,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-06-06,In Progress,Medium,66,11,1,0,0,0
840,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-02-03,Open,Low,50,5,0,0,0,1
841,Frequent power cuts occurring in our area every night,Electricity,Delhi,2024-10-16,In Progress,Low,53,9,0,0,1,0
842,Street lights are not functioning in the locality,Electricity,Delhi,2024-09-28,Pending,High,49,8,0,0,1,0
843,Construction work left road in poor condition,Roads,Vadodara,2024-08-11,In Progress,Low,45,7,0,1,0,0
844,No electricity supply for the past 6 hours,Electricity,Surat,2024-01-13,Resolved,Low,42,8,0,0,1,0
845,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-02-27,In Progress,Low,63,11,0,1,0,0
846,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-11-04,Resolved,Low,50,5,0,0,0,1
847,Street lights are not functioning in the locality,Electricity,Vadodara,2024-08-14,Pending,Low,49,8,0,0,1,0
848,Garbage has not been collected for several days,Sanitation,Vadodara,2024-01-02,Resolved,Low,47,8,0,0,0,1
849,Dirty streets creating health hazards,Sanitation,Mumbai,2024-06-30,In Progress,Low,37,5,0,0,0,1
850,Voltage fluctuations damaging electrical appliances,Electricity,Surat,2024-09-03,Open,High,51,5,0,0,1,0
851,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-09-11,Open,Low,66,11,1,0,0,0
852,Drainage water is mixing with drinking water supply,Water,Surat,2024-03-08,Resolved,Low,51,8,1,0,0,0
853,Multiple potholes on the main road causing accidents,Roads,Delhi,2024-12-15,Resolved,Low,52,8,0,1,0,0
854,Damaged street roads creating unsafe driving conditions,Roads,Ahmedabad,2024-02-20,Resolved,Medium,55,7,0,1,0,0
855,No electricity supply for the past 6 hours,Electricity,Surat,2024-12-23,Pending,High,42,8,0,0,1,0
856,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-08-27,In Progress,Low,54,5,0,0,1,0
857,Residents are facing severe water shortage for the past three days,Water,Rajkot,2024-11-23,Open,Medium,66,11,1,0,0,0
858,There is continuous water leakage from the main pipeline near my house,Water,Vadodara,2024-04-29,In Progress,Low,70,12,1,0,0,0
859,Voltage fluctuations damaging electrical appliances,Electricity,Ahmedabad,2024-02-15,Pending,Medium,51,5,0,0,1,0
860,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-12-20,Open,High,52,6,1,0,0,0
861,Dirty streets creating health hazards,Sanitation,Surat,2024-12-20,Open,Low,37,5,0,0,0,1
862,Waste management system is inefficient in this area,Sanitation,Rajkot,2024-01-26,In Progress,High,51,8,0,0,0,1
863,Dirty streets creating health hazards,Sanitation,Surat,2024-02-28,Resolved,Medium,37,5,0,0,0,1
864,Road has not been repaired for months leading to traffic issues,Roads,Surat,2024-12-15,In Progress,Low,63,11,0,1,0,0
865,There is continuous water leakage from the main pipeline near my house,Water,Surat,2024-01-12,In Progress,Medium,70,12,1,0,0,0
866,Uneven road surface causing vehicle damage,Roads,Mumbai,2024-07-12,In Progress,Low,42,6,0,1,0,0
867,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-12-26,Resolved,Low,66,11,1,0,0,0
868,There is continuous water leakage from the main pipeline near my house,Water,Surat,2024-09-09,Pending,Medium,70,12,1,0,0,0
869,Contaminated water is being supplied in our locality,Water,Mumbai,2024-05-25,Open,High,52,8,1,0,0,0
870,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-01-12,Resolved,High,52,8,0,1,0,0
871,Voltage fluctuations damaging electrical appliances,Electricity,Surat,2024-04-28,In Progress,High,51,5,0,0,1,0
872,Dirty streets creating health hazards,Sanitation,Mumbai,2024-01-15,Resolved,High,37,5,0,0,0,1
873,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-01-09,Pending,Medium,53,9,0,0,1,0
874,Drainage water is mixing with drinking water supply,Water,Rajkot,2024-08-29,Resolved,Medium,51,8,1,0,0,0
875,Voltage fluctuations damaging electrical appliances,Electricity,Rajkot,2024-02-12,In Progress,Medium,51,5,0,0,1,0
876,Garbage has not been collected for several days,Sanitation,Surat,2024-02-04,Pending,Medium,47,8,0,0,0,1
877,Multiple potholes on the main road causing accidents,Roads,Ahmedabad,2024-03-04,In Progress,High,52,8,0,1,0,0
878,Transformer malfunction causing electricity disruption,Electricity,Vadodara,2024-10-20,In Progress,High,54,5,0,0,1,0
879,Waste management system is inefficient in this area,Sanitation,Vadodara,2024-10-28,Pending,Medium,51,8,0,0,0,1
880,There is continuous water leakage from the main pipeline near my house,Water,Rajkot,2024-03-09,Open,High,70,12,1,0,0,0
881,Waste management system is inefficient in this area,Sanitation,Surat,2024-11-11,Resolved,High,51,8,0,0,0,1
882,Drainage water is mixing with drinking water supply,Water,Rajkot,2024-02-10,In Progress,Medium,51,8,1,0,0,0
883,Street lights are not functioning in the locality,Electricity,Ahmedabad,2024-12-05,In Progress,Medium,49,8,0,0,1,0
884,Damaged street roads creating unsafe driving conditions,Roads,Vadodara,2024-07-25,Open,Low,55,7,0,1,0,0
885,Multiple potholes on the main road causing accidents,Roads,Ahmedabad,2024-01-07,Open,Medium,52,8,0,1,0,0
886,Waste management system is inefficient in this area,Sanitation,Rajkot,2024-07-22,Open,Low,51,8,0,0,0,1
887,Transformer malfunction causing electricity disruption,Electricity,Surat,2024-02-22,Open,Low,54,5,0,0,1,0
888,Garbage has not been collected for several days,Sanitation,Vadodara,2024-09-06,Open,Medium,47,8,0,0,0,1
889,Waste management system is inefficient in this area,Sanitation,Delhi,2024-03-04,In Progress,High,51,8,0,0,0,1
890,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-10-18,Resolved,Low,52,8,0,1,0,0
891,Waste management system is inefficient in this area,Sanitation,Delhi,2024-07-06,Open,Low,51,8,0,0,0,1
892,Dirty streets creating health hazards,Sanitation,Rajkot,2024-02-27,Open,Medium,37,5,0,0,0,1
893,No electricity supply for the past 6 hours,Electricity,Ahmedabad,2024-03-12,Open,Low,42,8,0,0,1,0
894,No electricity supply for the past 6 hours,Electricity,Delhi,2024-11-12,Open,Low,42,8,0,0,1,0
895,Drainage water is mixing with drinking water supply,Water,Ahmedabad,2024-01-15,Pending,Medium,51,8,1,0,0,0
896,Construction work left road in poor condition,Roads,Ahmedabad,2024-09-19,Resolved,Low,45,7,0,1,0,0
897,Dirty streets creating health hazards,Sanitation,Delhi,2024-01-18,Resolved,Medium,37,5,0,0,0,1
898,There is continuous water leakage from the main pipeline near my house,Water,Ahmedabad,2024-02-29,In Progress,Medium,70,12,1,0,0,0
899,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-10-15,Pending,High,52,6,1,0,0,0
900,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-07-26,Open,Low,52,6,1,0,0,0
901,Street lights are not functioning in the locality,Electricity,Delhi,2024-01-25,In Progress,Low,49,8,0,0,1,0
902,Voltage fluctuations damaging electrical appliances,Electricity,Vadodara,2024-11-10,In Progress,Low,51,5,0,0,1,0
903,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-09-04,Open,High,52,8,1,0,0,0
904,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-01-05,Pending,Low,53,9,0,0,1,0
905,Transformer malfunction causing electricity disruption,Electricity,Delhi,2024-01-16,Open,Low,54,5,0,0,1,0
906,Garbage has not been collected for several days,Sanitation,Surat,2024-09-13,Pending,Medium,47,8,0,0,0,1
907,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-08-18,Open,Medium,55,7,0,1,0,0
908,Road has not been repaired for months leading to traffic issues,Roads,Ahmedabad,2024-11-09,In Progress,Low,63,11,0,1,0,0
909,Garbage has not been collected for several days,Sanitation,Delhi,2024-02-18,Open,Medium,47,8,0,0,0,1
910,Garbage has not been collected for several days,Sanitation,Rajkot,2024-02-06,Open,High,47,8,0,0,0,1
911,Contaminated water is being supplied in our locality,Water,Rajkot,2024-09-30,Pending,High,52,8,1,0,0,0
912,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-08-11,Resolved,Medium,39,5,0,0,0,1
913,Waste management system is inefficient in this area,Sanitation,Delhi,2024-06-21,Open,High,51,8,0,0,0,1
914,Irregular water supply timings causing inconvenience,Water,Delhi,2024-07-26,Resolved,High,52,6,1,0,0,0
915,No electricity supply for the past 6 hours,Electricity,Vadodara,2024-04-12,In Progress,High,42,8,0,0,1,0
916,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-05-06,Resolved,High,66,11,1,0,0,0
917,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-02-28,Open,Low,53,9,0,0,1,0
918,Transformer malfunction causing electricity disruption,Electricity,Rajkot,2024-03-15,Open,Medium,54,5,0,0,1,0
919,Waste management system is inefficient in this area,Sanitation,Surat,2024-03-17,Open,High,51,8,0,0,0,1
920,Multiple potholes on the main road causing accidents,Roads,Surat,2024-01-16,In Progress,High,52,8,0,1,0,0
921,Waste management system is inefficient in this area,Sanitation,Mumbai,2024-12-17,Open,Low,51,8,0,0,0,1
922,Construction work left road in poor condition,Roads,Surat,2024-11-16,Open,High,45,7,0,1,0,0
923,Waste management system is inefficient in this area,Sanitation,Surat,2024-03-05,Open,High,51,8,0,0,0,1
924,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-12-13,Resolved,Low,52,8,0,1,0,0
925,Residents are facing severe water shortage for the past three days,Water,Surat,2024-03-05,In Progress,High,66,11,1,0,0,0
926,Construction work left road in poor condition,Roads,Mumbai,2024-01-17,In Progress,Low,45,7,0,1,0,0
927,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-07-09,Pending,Medium,70,12,1,0,0,0
